Age,WorkClass,Education,Education_Years,MaritalStatus,Occupation,Relationship,Race,Gender,CapGains,CapLoss,HoursWorked,Country,IncomeLabel,Suburban
42.0, Private, Masters,14.0, Divorced, Prof-specialty, Not-in-family, White, Female,2354.0,0.0,16.0, United-States, <=50K,1
25.0, Self-emp-not-inc, HS-grad,9.0, Never-married, Other-service, Unmarried, White, Female,0.0,0.0,30.0, United-States, <=50K,0
21.0, Private, HS-grad,9.0, Never-married, Other-service, Other-relative, White, Female,0.0,0.0,30.0, United-States, <=50K,1
43.0, Private, HS-grad,9.0, Separated, Handlers-cleaners, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K,1
60.0, ?, Bachelors,13.0, Married-civ-spouse, ?, Husband, White, Male,0.0,0.0,12.0, United-States, <=50K,0
28.0, Private, Some-college,10.0, Divorced, Other-service, Not-in-family, White, Female,0.0,0.0,30.0, United-States, <=50K,1
56.0, Private, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, >50K,1
27.0, Private, HS-grad,9.0, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K,1
43.0, Self-emp-inc, 9th,5.0, Never-married, Sales, Own-child, White, Female,0.0,0.0,44.0, Portugal, <=50K,0
30.0, Private, Assoc-acdm,12.0, Never-married, Prof-specialty, Own-child, White, Female,0.0,0.0,40.0, United-States, <=50K,0
44.0, Private, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K,0
42.0, Private, Some-college,10.0, Divorced, Machine-op-inspct, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K,0
47.0, Federal-gov, Some-college,10.0, Divorced, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K,0
40.0, Private, 9th,5.0, Never-married, Machine-op-inspct, Unmarried, Black, Female,0.0,0.0,40.0, Haiti, <=50K,0
44.0, Private, Some-college,10.0, Married-civ-spouse, Transport-moving, Husband, Black, Male,0.0,0.0,40.0, United-States, <=50K,0
26.0, Private, HS-grad,9.0, Never-married, Machine-op-inspct, Unmarried, Black, Female,0.0,0.0,40.0, United-States, <=50K,0
32.0, ?, 11th,7.0, Divorced, ?, Not-in-family, White, Female,0.0,0.0,49.0, United-States, <=50K,0
59.0, Self-emp-inc, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,1977.0,50.0, United-States, >50K,1
54.0, Self-emp-not-inc, Some-college,10.0, Divorced, Sales, Not-in-family, White, Female,0.0,0.0,35.0, United-States, <=50K,1
36.0, Private, Some-college,10.0, Divorced, Sales, Not-in-family, White, Female,3325.0,0.0,45.0, United-States, <=50K,1
47.0, Private, Some-college,10.0, Widowed, Transport-moving, Unmarried, White, Female,0.0,0.0,25.0, Outlying-US(Guam-USVI-etc), <=50K,1
38.0, Private, Masters,14.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,48.0, United-States, >50K,0
21.0, Private, HS-grad,9.0, Separated, Other-service, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K,1
37.0, Self-emp-not-inc, HS-grad,9.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,0.0,60.0, United-States, >50K,0
37.0, Private, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,46.0, United-States, <=50K,0
64.0, ?, Masters,14.0, Married-civ-spouse, ?, Husband, White, Male,0.0,0.0,2.0, United-States, <=50K,0
52.0, Federal-gov, Masters,14.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,5013.0,0.0,40.0, United-States, <=50K,1
17.0, Private,,6.0, Never-married, Other-service, Own-child, White, Male,0.0,0.0,14.0, United-States, <=50K,0
50.0, Private, HS-grad,9.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0.0,0.0,40.0, United-States, >50K,1
74.0, ?, Bachelors,13.0, Widowed, ?, Not-in-family, Other, Female,0.0,0.0,35.0, United-States, <=50K,1
26.0, Local-gov, Bachelors,13.0, Never-married, Protective-serv, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K,1
, Private, Some-college,10.0, Divorced, Machine-op-inspct, Unmarried, White, Female,0.0,0.0,20.0, United-States, <=50K,0
49.0, Local-gov, Masters,14.0, Separated, Prof-specialty, Unmarried, White, Female,0.0,0.0,50.0, United-States, <=50K,0
45.0, Private, 5th-6th,3.0, Divorced, Priv-house-serv, Unmarried, White, Female,0.0,0.0,35.0, Mexico, <=50K,0
38.0, Private, Some-college,10.0, Divorced, Exec-managerial, Unmarried, Black, Male,0.0,0.0,60.0, United-States, <=50K,1
43.0, Private, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024.0,0.0,50.0, United-States, >50K,1
45.0, Private, Bachelors,13.0, Never-married, Tech-support, Own-child, White, Male,0.0,0.0,40.0, United-States, <=50K,0
21.0, Private, Some-college,10.0, Never-married, Craft-repair, Own-child, White, Male,0.0,1719.0,30.0, United-States, <=50K,1
25.0, Private, Assoc-voc,11.0, Married-civ-spouse, Tech-support, Husband, White, Male,0.0,0.0,40.0, Mexico, <=50K,1
28.0, Private, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K,0
30.0, Private, HS-grad,9.0, Never-married, Adm-clerical, Unmarried, White, Female,0.0,0.0,24.0, United-States, <=50K,0
48.0, Self-emp-not-inc, HS-grad,9.0, Separated, Other-service, Other-relative, White, Female,0.0,0.0,25.0, United-States, <=50K,0
19.0, State-gov, 12th,8.0, Never-married, Transport-moving, Own-child, Black, Male,0.0,0.0,20.0, United-States, <=50K,1
27.0, ?, Some-college,10.0, Divorced, ?, Not-in-family, White, Female,0.0,0.0,25.0, United-States, <=50K,1
36.0, Local-gov, Assoc-acdm,12.0, Separated, Adm-clerical, Unmarried, White, Female,0.0,0.0,40.0, United-States, <=50K,0
19.0, Private, HS-grad,9.0, Never-married, Sales, Own-child, White, Female,0.0,0.0,40.0, United-States, <=50K,1
23.0, Private, Assoc-acdm,12.0, Married-civ-spouse, Other-service, Wife, White, Female,0.0,0.0,40.0, Puerto-Rico, <=50K,1
30.0, Private, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,55.0, United-States, <=50K,0
32.0, Local-gov, HS-grad,9.0, Married-civ-spouse, Other-service, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K,0
28.0, Private, Assoc-acdm,12.0, Never-married, Sales, Own-child, White, Male,0.0,0.0,20.0, United-States, <=50K,0
37.0, Private, Masters,14.0, Never-married, Prof-specialty, Not-in-family, White, Female,0.0,0.0,38.0, United-States, >50K,0
, Private, Some-college,10.0, Never-married, Exec-managerial, Not-in-family, White, Female,0.0,2444.0,40.0, United-States, >50K,1
30.0, Private, HS-grad,9.0, Divorced, Adm-clerical, Unmarried, White, Female,0.0,0.0,40.0, United-States, <=50K,0
43.0, Local-gov, Bachelors,13.0, Divorced, Prof-specialty, Own-child, White, Female,0.0,0.0,39.0, United-States, <=50K,1
54.0, Local-gov, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K,1
25.0, Private, HS-grad,9.0, Never-married, Adm-clerical, Own-child, White, Female,0.0,0.0,40.0, United-States, <=50K,1
59.0, Private, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K,0
27.0, Private, Bachelors,13.0, Never-married, Exec-managerial, Not-in-family, White, Male,0.0,0.0,45.0, United-States, <=50K,0
21.0, Private, Some-college,10.0, Never-married, Other-service, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K,0
63.0, Private, 1st-4th,2.0, Widowed, Machine-op-inspct, Unmarried, White, Female,0.0,0.0,44.0, Portugal, <=50K,1
61.0,, 9th,5.0, Never-married, Machine-op-inspct, Unmarried, Black, Female,0.0,0.0,40.0, United-States, <=50K,1
62.0, Private, Some-college,10.0, Divorced, Other-service, Not-in-family, White, Female,0.0,0.0,60.0, United-States, <=50K,1
21.0, Private, HS-grad,9.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K,1
71.0, Self-emp-not-inc, 1st-4th,2.0, Divorced, Craft-repair, Not-in-family, White, Female,0.0,0.0,28.0, United-States, <=50K,0
32.0, Private, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K,0
42.0, Private, Prof-school,15.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,60.0, United-States, <=50K,1
28.0, Private, Some-college,10.0, Never-married, Other-service,, Black, Male,0.0,0.0,40.0, United-States, <=50K,1
20.0, Private, HS-grad,9.0, Never-married, Machine-op-inspct, Own-child, White, Male,0.0,0.0,40.0, United-States, <=50K,0
52.0, Private, 11th,7.0, Divorced, Machine-op-inspct, Not-in-family, Black, Female,0.0,0.0,20.0, United-States, <=50K,1
19.0, Private, 7th-8th,4.0, Never-married, Transport-moving, Unmarried, White, Male,0.0,0.0,25.0, Guatemala, <=50K,0
33.0, State-gov, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,60.0, United-States, >50K,0
53.0, Private, Bachelors,13.0, Never-married, Exec-managerial, Unmarried, White, Female,0.0,0.0,40.0, United-States, <=50K,0
47.0, Private, Some-college,10.0, Divorced, Exec-managerial, Unmarried, White, Female,0.0,0.0,40.0, United-States, <=50K,0
38.0, State-gov, HS-grad,9.0, Divorced, Other-service, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K,1
31.0, Private, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K,0
56.0, Local-gov, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K,1
49.0, State-gov, Some-college,10.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, United-States, >50K,0
45.0, Private, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,55.0, United-States, <=50K,0
47.0, Private, Prof-school,15.0, Divorced, Adm-clerical, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K,0
30.0, Private, Bachelors,13.0, Never-married, Tech-support, Not-in-family, White, Female,0.0,0.0,72.0, United-States, <=50K,0
25.0, Private, Some-college,10.0, Never-married, Prof-specialty, Not-in-family, White, Male,8614.0,0.0,40.0, United-States, >50K,1
58.0, Private, 11th,7.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K,0
20.0, Private, Some-college,10.0, Never-married, Handlers-cleaners, Own-child, White, Male,0.0,0.0,20.0, United-States, <=50K,0
19.0, Private, HS-grad,9.0, Never-married, Craft-repair, Own-child, White, Male,0.0,0.0,45.0, United-States, <=50K,1
24.0, Self-emp-not-inc, 7th-8th,4.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K,1
40.0, Private, HS-grad,9.0, Divorced, Transport-moving, Unmarried, White, Male,0.0,0.0,45.0, United-States, <=50K,1
63.0, Self-emp-not-inc, 7th-8th,4.0, Married-civ-spouse,, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K,0
17.0, Self-emp-inc, 11th,7.0, Never-married, Prof-specialty, Own-child, White, Male,0.0,0.0,20.0, United-States, <=50K,0
32.0, Private, Some-college,10.0, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K,1
18.0, State-gov, Some-college,10.0, Never-married, Adm-clerical, Own-child, White, Male,0.0,0.0,10.0, United-States, <=50K,1
43.0, Private, HS-grad,9.0, Divorced, Machine-op-inspct, Other-relative, Black, Male,0.0,0.0,40.0, United-States, <=50K,0
21.0, Private, HS-grad,9.0, Never-married, Other-service, Own-child, Black, Female,0.0,0.0,30.0, United-States, <=50K,0
26.0, ?, Bachelors,13.0, Never-married, ?, Not-in-family, White, Female,0.0,0.0,80.0, United-States, <=50K,0
39.0, Private, 10th,6.0, Separated, Other-service, Own-child, Black, Female,0.0,0.0,12.0, United-States, <=50K,0
23.0, Private, 1st-4th,2.0, Married-civ-spouse, Machine-op-inspct, Wife, Amer-Indian-Eskimo, Female,0.0,0.0,35.0, Mexico, <=50K,1
53.0, Local-gov, Masters,14.0, Divorced, Prof-specialty, Unmarried, White, Female,0.0,0.0,50.0, United-States, <=50K,1
21.0,, Some-college,10.0, Never-married, Sales, Other-relative, White, Male,0.0,0.0,64.0, United-States, <=50K,0
22.0, Local-gov, HS-grad,9.0, Never-married, Farming-fishing, Own-child, White, Male,0.0,0.0,20.0, United-States, <=50K,0
24.0, Private, Bachelors,13.0, Never-married, Sales, Own-child, White, Female,0.0,0.0,15.0, United-States, <=50K,1
50.0, Self-emp-not-inc, 10th,6.0, Divorced, Craft-repair, Not-in-family, White, Male,0.0,0.0,45.0, United-States, <=50K,1
51.0, State-gov, Doctorate,16.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States, >50K,0
, Private, HS-grad,9.0, Never-married, Other-service, Unmarried, White, Female,0.0,0.0,40.0, United-States, <=50K,1
19.0, Private, Bachelors,13.0, Never-married, Prof-specialty, Own-child, White, Female,0.0,0.0,30.0, United-States, <=50K,0
56.0, Private, 11th,7.0, Divorced, Sales, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K,1
74.0, ?, Assoc-acdm,12.0, Widowed, ?, Not-in-family, White, Female,0.0,0.0,20.0, United-States, <=50K,1
22.0, Private, HS-grad,9.0, Never-married, Machine-op-inspct, Own-child, White, Male,0.0,0.0,40.0, United-States, <=50K,0
40.0, Private, Some-college,10.0, Divorced, Handlers-cleaners, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K,1
32.0, Private, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,50.0, United-States, <=50K,1
52.0, Private, Some-college,10.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K,1
42.0, Private, Bachelors,13.0, Never-married, Sales, Own-child, White, Male,0.0,0.0,60.0, United-States, <=50K,1
23.0, Private, Some-college,10.0, Never-married, Farming-fishing, Not-in-family, White, Male,0.0,0.0,30.0, United-States, <=50K,0
33.0, ?, HS-grad,9.0, Divorced, ?, Not-in-family, Black, Male,0.0,1741.0,40.0, United-States, <=50K,1
34.0, Private, Some-college,10.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K,0
34.0, Private, Some-college,10.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K,1
30.0, Private, Assoc-acdm,12.0, Never-married, Prof-specialty, Not-in-family, Black, Female,0.0,0.0,25.0, United-States, <=50K,0
55.0, Private, Masters,14.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States, >50K,1
21.0, Private, HS-grad,9.0, Never-married, Sales, Not-in-family, White, Female,0.0,0.0,33.0, United-States, <=50K,1
33.0, Private, 12th,8.0, Divorced, Exec-managerial, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K,0
47.0, Private, Some-college,10.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,65.0, United-States, >50K,0
36.0, Private, Bachelors,13.0, Never-married, Prof-specialty, Own-child, White, Male,0.0,0.0,50.0, United-States, <=50K,0
24.0, Private, Bachelors,13.0, Never-married, Adm-clerical, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K,0
27.0, Private, Some-college,10.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0.0,,30.0, United-States, <=50K,0
31.0, Self-emp-not-inc, Doctorate,16.0, Never-married, Prof-specialty, Own-child, White, Female,0.0,0.0,48.0, United-States, <=50K,1
57.0, Private, Bachelors,13.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K,1
33.0, Private, 10th,6.0, Separated, Handlers-cleaners, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K,0
24.0, Private, HS-grad,9.0, Never-married, Craft-repair, Own-child, White, Male,0.0,0.0,40.0, United-States, <=50K,1
40.0, Federal-gov, Bachelors,13.0, Never-married, Prof-specialty, Not-in-family, White, Female,0.0,0.0,45.0, United-States, <=50K,0
42.0, Private, Assoc-voc,11.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,2407.0,0.0,40.0, United-States, <=50K,1
36.0, Self-emp-not-inc, Doctorate,16.0, Never-married, Prof-specialty, Not-in-family, White, Male,0.0,0.0,30.0, ?, >50K,1
49.0, Private, HS-grad,9.0, Divorced, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K,0
41.0, Private, HS-grad,9.0, Never-married, Craft-repair, Own-child, Black, Female,0.0,0.0,35.0, United-States, <=50K,0
28.0, ?, 11th,7.0, Never-married, ?, Not-in-family, Black, Female,0.0,0.0,40.0, United-States, <=50K,1
34.0, State-gov, Doctorate,16.0, Never-married, Prof-specialty,, White, Female,0.0,0.0,60.0, United-States, <=50K,0
22.0, Private, Some-college,10.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0.0,0.0,35.0, United-States, <=50K,0
32.0, Private, Assoc-voc,11.0, Married-civ-spouse, Tech-support, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K,1
18.0, Private, 11th,7.0, Never-married, Other-service, Own-child, White, Male,0.0,0.0,20.0, United-States, <=50K,0
39.0, Private, Some-college,10.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,55.0, United-States, <=50K,0
51.0, Self-emp-not-inc, Some-college,10.0, Divorced, Sales, Unmarried, White, Female,0.0,0.0,50.0, United-States, <=50K,0
60.0, ?, 10th,6.0, Divorced, ?, Not-in-family, Amer-Indian-Eskimo, Female,0.0,0.0,10.0, United-States, <=50K,0
49.0, Private, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,1887.0,40.0, United-States, >50K,1
49.0, Private, HS-grad,9.0, Divorced, Other-service, Not-in-family, Black, Female,0.0,0.0,40.0, United-States, <=50K,1
52.0, Private, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, >50K,0
19.0, Private, HS-grad,9.0, Never-married, Other-service, Own-child, White, Male,0.0,0.0,40.0, United-States, <=50K,1
35.0, Private, 11th,7.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K,0
23.0, Private, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,54.0, United-States, <=50K,0
17.0, Private, 11th,7.0, Never-married, Adm-clerical, Own-child, White, Male,0.0,0.0,40.0, United-States, <=50K,0
58.0, Self-emp-not-inc, HS-grad,9.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,0.0,50.0, United-States, <=50K,1
45.0, Self-emp-inc, HS-grad,9.0, Married-civ-spouse,, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K,1
20.0, Self-emp-not-inc, 10th,6.0, Never-married, Machine-op-inspct, Own-child, White, Male,0.0,0.0,40.0, United-States, <=50K,1
43.0, State-gov, Some-college,10.0, Divorced, Adm-clerical, Unmarried, White, Female,0.0,0.0,40.0, United-States, <=50K,1
39.0, Self-emp-not-inc, Some-college,10.0, Separated, Craft-repair, Not-in-family, White, Male,0.0,0.0,60.0, United-States, >50K,0
18.0, Private, 11th,7.0, Never-married, Handlers-cleaners, Own-child, White, Male,0.0,0.0,16.0, United-States, <=50K,1
52.0, Private, HS-grad,9.0, Married-civ-spouse, Farming-fishing, Husband, Other, Male,0.0,0.0,49.0, Mexico, <=50K,1
50.0, Private, Masters,14.0, Divorced, Prof-specialty, Not-in-family, White, Female,0.0,0.0,35.0, United-States, <=50K,1
22.0, Private, Bachelors,13.0, Never-married, Prof-specialty, Not-in-family, White, Male,0.0,0.0,50.0, United-States, <=50K,1
69.0, Private, HS-grad,9.0, Separated, Transport-moving, Unmarried, Black, Female,2387.0,0.0,40.0, United-States, <=50K,1
35.0, Private, HS-grad,9.0, Divorced, Adm-clerical, Own-child, White, Female,0.0,0.0,40.0, United-States, <=50K,0
32.0, Private, HS-grad,9.0, Married-civ-spouse, Craft-repair,, White, Male,0.0,1672.0,40.0, United-States, <=50K,1
44.0, Private, HS-grad,9.0, Never-married, Other-service, Not-in-family, White, Male,0.0,0.0,30.0, United-States, <=50K,1
45.0, Private, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K,1
33.0, Private, HS-grad,9.0, Divorced, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K,1
24.0, Private, HS-grad,9.0, Never-married, Other-service, Own-child, White, Male,0.0,,35.0, United-States, <=50K,0
40.0, Private, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States, >50K,0
32.0, Private, Some-college,10.0, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K,1
39.0, Private, Bachelors,13.0, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0.0,0.0,24.0, Philippines, <=50K,1
25.0, Local-gov, Bachelors,13.0, Never-married, Exec-managerial, Not-in-family, White, Female,0.0,0.0,20.0, United-States, <=50K,0
27.0, Private, 10th,6.0, Separated, Machine-op-inspct, Own-child, White, Male,0.0,0.0,35.0, Mexico, <=50K,0
44.0, Private, HS-grad,9.0, Never-married, Sales, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K,0
22.0, Private, Some-college,10.0, Never-married, Adm-clerical, Own-child, White, Female,0.0,0.0,40.0, United-States, <=50K,1
18.0, Private, 11th,7.0, Never-married, Craft-repair, Own-child, White, Male,0.0,0.0,25.0, United-States, <=50K,0
33.0, Private, Some-college,10.0, Separated, Exec-managerial, Unmarried, White, Female,0.0,0.0,40.0, United-States, <=50K,1
19.0, Private, HS-grad,9.0, Never-married, Adm-clerical, Own-child, White, Female,0.0,0.0,20.0, United-States, <=50K,1
33.0, Federal-gov, HS-grad,9.0, Divorced, Adm-clerical, Unmarried, Black, Female,0.0,0.0,35.0, United-States, <=50K,0
24.0, Private, HS-grad,9.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,50.0, United-States, <=50K,0
31.0, Private, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,60.0, United-States, <=50K,0
53.0, Private, HS-grad,9.0, Divorced, Transport-moving, Not-in-family, White, Male,0.0,0.0,40.0, United-States, >50K,1
30.0, Private, HS-grad,9.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K,1
39.0, Private, Assoc-voc,11.0, Married-civ-spouse, Tech-support, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K,1
26.0, Private, Some-college,10.0, Never-married, Prof-specialty, Not-in-family, White, Male,0.0,1602.0,40.0, ?, <=50K,0
32.0, Private, Some-college,10.0, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K,1
40.0, Private, Bachelors,13.0, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K,0
45.0, Private, Prof-school,15.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States, >50K,1
37.0, Private, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,45.0, United-States, <=50K,0
25.0, Private, Some-college,10.0, Never-married, Sales, Own-child, White, Male,0.0,0.0,24.0, United-States, <=50K,0
28.0, Private, Some-college,10.0, Never-married, Other-service, Not-in-family, White, Female,0.0,0.0,30.0, United-States, <=50K,0
38.0, Private, Some-college,10.0, Divorced, Craft-repair, Own-child, White, Male,0.0,0.0,58.0, Poland, <=50K,1
29.0, Private, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0.0,0.0,40.0, United-States, <=50K,0
38.0, Self-emp-not-inc, Some-college,10.0, Separated, Sales, Not-in-family, Asian-Pac-Islander, Male,0.0,0.0,60.0, Japan, <=50K,0
40.0, Local-gov, Bachelors,13.0, Divorced, Prof-specialty, Unmarried, White, Female,0.0,0.0,70.0, United-States, <=50K,1
38.0, Federal-gov, Some-college,10.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,45.0, United-States, >50K,1
28.0, Private, HS-grad,9.0, Never-married, Other-service, Own-child, White, Female,0.0,0.0,40.0, United-States, <=50K,1
26.0, Private, Assoc-acdm,12.0, Separated, Craft-repair, Not-in-family, Other, Female,0.0,0.0,40.0, United-States, <=50K,1
45.0, Private, 7th-8th,4.0, Divorced, Machine-op-inspct, Not-in-family, Black, Female,0.0,0.0,35.0, United-States, <=50K,1
24.0, Private, Some-college,10.0, Never-married, Sales, Own-child, White, Male,0.0,0.0,43.0, United-States, <=50K,1
31.0, Private, Some-college,10.0, Married-civ-spouse, Adm-clerical, Wife, White, Female,0.0,1740.0,20.0, United-States, <=50K,1
31.0, Private, Doctorate,, Never-married, Prof-specialty, Not-in-family, White, Female,0.0,0.0,28.0, United-States, <=50K,1
29.0, Private, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,, United-States, <=50K,0
20.0, Private, 11th,7.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,60.0, United-States, <=50K,1
17.0, Self-emp-inc, 9th,5.0, Never-married, Sales, Own-child, White, Female,0.0,0.0,40.0, United-States, <=50K,1
36.0, Private, HS-grad,9.0, Separated, Other-service, Unmarried, Black, Female,0.0,0.0,28.0, United-States, <=50K,0
17.0, Private, 12th,8.0, Never-married, Sales, Own-child, White, Female,0.0,0.0,20.0, United-States, <=50K,0
42.0, Private, Bachelors,13.0, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0.0,0.0,72.0, Philippines, >50K,1
46.0, Self-emp-not-inc, HS-grad,9.0, Separated, Craft-repair, Unmarried, White, Male,0.0,0.0,40.0, United-States, <=50K,1
53.0, Private, Some-college,10.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,3137.0,0.0,40.0, United-States, <=50K,0
34.0, Private, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,43.0, United-States, >50K,1
39.0, Private, HS-grad,9.0, Divorced, Adm-clerical, Unmarried, White, Female,0.0,0.0,40.0, United-States, <=50K,0
46.0, Private, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,45.0, United-States, >50K,1
48.0, Private, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K,1
33.0, Private, Some-college,, Divorced, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K,1
18.0, Private, 12th,8.0, Never-married, Priv-house-serv, Not-in-family, White, Female,0.0,0.0,30.0, United-States, <=50K,1
26.0, Private, Some-college,10.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K,0
24.0, Private, HS-grad,9.0, Separated, Other-service, Unmarried, White, Female,0.0,0.0,25.0, United-States, <=50K,1
35.0, Private, Doctorate,16.0, Never-married, Prof-specialty, Not-in-family, White, Female,0.0,0.0,80.0, United-States, >50K,1
41.0, Private, Bachelors,13.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0.0,0.0,40.0, Germany, <=50K,1
